X1,variable,Division_Name,District_Name,Tehsil_Name,value,Column,Source,Description,Unit
329,Drought_Wetness_Exposure_Index,F.A.T.A.,South Waziristan,Toi Khulla,95.7065496,L,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,"Index value based on tehsil population share exposed to abnormal wetness or drought during the 2011-2020 decade. The tehsil with the highest exposed population share is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
330,Drought_Wetness_Exposure_Index,F.A.T.A.,South Waziristan,Wana,99.17847897,L,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,"Index value based on tehsil population share exposed to abnormal wetness or drought during the 2011-2020 decade. The tehsil with the highest exposed population share is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
331,Drought_Wetness_Exposure_Index,Mardan,Swabi,Lahor,99.83078365,L,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,"Index value based on tehsil population share exposed to abnormal wetness or drought during the 2011-2020 decade. The tehsil with the highest exposed population share is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
332,Drought_Wetness_Exposure_Index,Mardan,Swabi,Swabi,99.58174766,L,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,"Index value based on tehsil population share exposed to abnormal wetness or drought during the 2011-2020 decade. The tehsil with the highest exposed population share is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
333,Drought_Wetness_Exposure_Index,Mardan,Swabi,Topi,99.9840926,L,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,"Index value based on tehsil population share exposed to abnormal wetness or drought during the 2011-2020 decade. The tehsil with the highest exposed population share is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
334,Drought_Wetness_Exposure_Index,Malakand,Swat,Babuzai,23.39664123,L,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,"Index value based on tehsil population share exposed to abnormal wetness or drought during the 2011-2020 decade. The tehsil with the highest exposed population share is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
335,Drought_Wetness_Exposure_Index,Malakand,Swat,Bahrain,32.23074213,L,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,"Index value based on tehsil population share exposed to abnormal wetness or drought during the 2011-2020 decade. The tehsil with the highest exposed population share is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
336,Drought_Wetness_Exposure_Index,Malakand,Swat,Barikot,13.89499687,L,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,"Index value based on tehsil population share exposed to abnormal wetness or drought during the 2011-2020 decade. The tehsil with the highest exposed population share is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
337,Drought_Wetness_Exposure_Index,Malakand,Swat,Charbagh,85.60278027,L,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,"Index value based on tehsil population share exposed to abnormal wetness or drought during the 2011-2020 decade. The tehsil with the highest exposed population share is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
338,Drought_Wetness_Exposure_Index,Malakand,Swat,Kabal,68.58566908,L,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,"Index value based on tehsil population share exposed to abnormal wetness or drought during the 2011-2020 decade. The tehsil with the highest exposed population share is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
339,Drought_Wetness_Exposure_Index,Malakand,Swat,Kalam,0.414354298,L,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,"Index value based on tehsil population share exposed to abnormal wetness or drought during the 2011-2020 decade. The tehsil with the highest exposed population share is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
340,Drought_Wetness_Exposure_Index,Malakand,Swat,Khwazakhela,95.77459678,L,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,"Index value based on tehsil population share exposed to abnormal wetness or drought during the 2011-2020 decade. The tehsil with the highest exposed population share is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
341,Drought_Wetness_Exposure_Index,Malakand,Swat,Matta Khararai,94.18186469,L,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,"Index value based on tehsil population share exposed to abnormal wetness or drought during the 2011-2020 decade. The tehsil with the highest exposed population share is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
342,Drought_Wetness_Exposure_Index,Malakand,Swat,Matta Sebujni,88.60061562,L,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,"Index value based on tehsil population share exposed to abnormal wetness or drought during the 2011-2020 decade. The tehsil with the highest exposed population share is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
343,Drought_Wetness_Exposure_Index,Dera Ismail Khan,Tank,Tank,100,L,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,"Index value based on tehsil population share exposed to abnormal wetness or drought during the 2011-2020 decade. The tehsil with the highest exposed population share is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
344,Drought_Wetness_Exposure_Index,Hazara,Tor Ghar,Tor Ghar,63.85998081,L,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,"Index value based on tehsil population share exposed to abnormal wetness or drought during the 2011-2020 decade. The tehsil with the highest exposed population share is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
345,Drought_Wetness_Exposure_Index,Malakand,Upper Dir,Barawal,0,L,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,"Index value based on tehsil population share exposed to abnormal wetness or drought during the 2011-2020 decade. The tehsil with the highest exposed population share is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
346,Drought_Wetness_Exposure_Index,Malakand,Upper Dir,Dir,0,L,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,"Index value based on tehsil population share exposed to abnormal wetness or drought during the 2011-2020 decade. The tehsil with the highest exposed population share is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
347,Drought_Wetness_Exposure_Index,Malakand,Upper Dir,Kalkot,0,L,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,"Index value based on tehsil population share exposed to abnormal wetness or drought during the 2011-2020 decade. The tehsil with the highest exposed population share is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
348,Drought_Wetness_Exposure_Index,Malakand,Upper Dir,Wari,83.33702939,L,TerraClimate 2021. Available at: https://www.climatologylab.org/terraclimate.html,"Index value based on tehsil population share exposed to abnormal wetness or drought during the 2011-2020 decade. The tehsil with the highest exposed population share is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
349,Flooding_Exposure_Index,Hazara,Abbottabad,Abbottabad,25.85659402,I,"Rentschler, Jun; Salhab, Melda. 2020. People in Harm's Way : Flood Exposure and Poverty in 189 Countries. Policy Research Working Paper;No. 9447. World Bank, Washington, DC","Index value based on tehsil population share exposed to 1 in 100 year flooding hazard. The tehsil with the highest population share exposed to flooding hazard is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
350,Flooding_Exposure_Index,F.A.T.A.,Bajaur,Bar Chamarkand,24.87504684,I,"Rentschler, Jun; Salhab, Melda. 2020. People in Harm's Way : Flood Exposure and Poverty in 189 Countries. Policy Research Working Paper;No. 9447. World Bank, Washington, DC","Index value based on tehsil population share exposed to 1 in 100 year flooding hazard. The tehsil with the highest population share exposed to flooding hazard is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
351,Flooding_Exposure_Index,F.A.T.A.,Bajaur,Barang,16.01927382,I,"Rentschler, Jun; Salhab, Melda. 2020. People in Harm's Way : Flood Exposure and Poverty in 189 Countries. Policy Research Working Paper;No. 9447. World Bank, Washington, DC","Index value based on tehsil population share exposed to 1 in 100 year flooding hazard. The tehsil with the highest population share exposed to flooding hazard is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
352,Flooding_Exposure_Index,F.A.T.A.,Bajaur,Khar,39.25057078,I,"Rentschler, Jun; Salhab, Melda. 2020. People in Harm's Way : Flood Exposure and Poverty in 189 Countries. Policy Research Working Paper;No. 9447. World Bank, Washington, DC","Index value based on tehsil population share exposed to 1 in 100 year flooding hazard. The tehsil with the highest population share exposed to flooding hazard is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
353,Flooding_Exposure_Index,F.A.T.A.,Bajaur,Mamund,42.08801429,I,"Rentschler, Jun; Salhab, Melda. 2020. People in Harm's Way : Flood Exposure and Poverty in 189 Countries. Policy Research Working Paper;No. 9447. World Bank, Washington, DC","Index value based on tehsil population share exposed to 1 in 100 year flooding hazard. The tehsil with the highest population share exposed to flooding hazard is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
354,Flooding_Exposure_Index,F.A.T.A.,Bajaur,Nawagai,32.00147497,I,"Rentschler, Jun; Salhab, Melda. 2020. People in Harm's Way : Flood Exposure and Poverty in 189 Countries. Policy Research Working Paper;No. 9447. World Bank, Washington, DC","Index value based on tehsil population share exposed to 1 in 100 year flooding hazard. The tehsil with the highest population share exposed to flooding hazard is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
355,Flooding_Exposure_Index,F.A.T.A.,Bajaur,Salarzai Tehsil,34.02893766,I,"Rentschler, Jun; Salhab, Melda. 2020. People in Harm's Way : Flood Exposure and Poverty in 189 Countries. Policy Research Working Paper;No. 9447. World Bank, Washington, DC","Index value based on tehsil population share exposed to 1 in 100 year flooding hazard. The tehsil with the highest population share exposed to flooding hazard is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
356,Flooding_Exposure_Index,F.A.T.A.,Bajaur,Utman Khel Tehsil,25.9071608,I,"Rentschler, Jun; Salhab, Melda. 2020. People in Harm's Way : Flood Exposure and Poverty in 189 Countries. Policy Research Working Paper;No. 9447. World Bank, Washington, DC","Index value based on tehsil population share exposed to 1 in 100 year flooding hazard. The tehsil with the highest population share exposed to flooding hazard is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
357,Flooding_Exposure_Index,F.A.T.A.,Bannu,Bannu,24.68609863,I,"Rentschler, Jun; Salhab, Melda. 2020. People in Harm's Way : Flood Exposure and Poverty in 189 Countries. Policy Research Working Paper;No. 9447. World Bank, Washington, DC","Index value based on tehsil population share exposed to 1 in 100 year flooding hazard. The tehsil with the highest population share exposed to flooding hazard is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
358,Flooding_Exposure_Index,F.A.T.A.,Bannu,Domel,24.61893874,I,"Rentschler, Jun; Salhab, Melda. 2020. People in Harm's Way : Flood Exposure and Poverty in 189 Countries. Policy Research Working Paper;No. 9447. World Bank, Washington, DC","Index value based on tehsil population share exposed to 1 in 100 year flooding hazard. The tehsil with the highest population share exposed to flooding hazard is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
359,Flooding_Exposure_Index,Hazara,Batagram,Alai,12.70749071,I,"Rentschler, Jun; Salhab, Melda. 2020. People in Harm's Way : Flood Exposure and Poverty in 189 Countries. Policy Research Working Paper;No. 9447. World Bank, Washington, DC","Index value based on tehsil population share exposed to 1 in 100 year flooding hazard. The tehsil with the highest population share exposed to flooding hazard is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
360,Flooding_Exposure_Index,Hazara,Batagram,Batagram,20.25783317,I,"Rentschler, Jun; Salhab, Melda. 2020. People in Harm's Way : Flood Exposure and Poverty in 189 Countries. Policy Research Working Paper;No. 9447. World Bank, Washington, DC","Index value based on tehsil population share exposed to 1 in 100 year flooding hazard. The tehsil with the highest population share exposed to flooding hazard is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
361,Flooding_Exposure_Index,Mardan,Buner,Chagharzai,15.13066562,I,"Rentschler, Jun; Salhab, Melda. 2020. People in Harm's Way : Flood Exposure and Poverty in 189 Countries. Policy Research Working Paper;No. 9447. World Bank, Washington, DC","Index value based on tehsil population share exposed to 1 in 100 year flooding hazard. The tehsil with the highest population share exposed to flooding hazard is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
362,Flooding_Exposure_Index,Mardan,Buner,Chamla,31.62349792,I,"Rentschler, Jun; Salhab, Melda. 2020. People in Harm's Way : Flood Exposure and Poverty in 189 Countries. Policy Research Working Paper;No. 9447. World Bank, Washington, DC","Index value based on tehsil population share exposed to 1 in 100 year flooding hazard. The tehsil with the highest population share exposed to flooding hazard is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
363,Flooding_Exposure_Index,Mardan,Buner,Daggar,38.05683852,I,"Rentschler, Jun; Salhab, Melda. 2020. People in Harm's Way : Flood Exposure and Poverty in 189 Countries. Policy Research Working Paper;No. 9447. World Bank, Washington, DC","Index value based on tehsil population share exposed to 1 in 100 year flooding hazard. The tehsil with the highest population share exposed to flooding hazard is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
364,Flooding_Exposure_Index,Mardan,Buner,Gagra,40.47612668,I,"Rentschler, Jun; Salhab, Melda. 2020. People in Harm's Way : Flood Exposure and Poverty in 189 Countries. Policy Research Working Paper;No. 9447. World Bank, Washington, DC","Index value based on tehsil population share exposed to 1 in 100 year flooding hazard. The tehsil with the highest population share exposed to flooding hazard is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
365,Flooding_Exposure_Index,Mardan,Buner,Pir Baba/ Gadaizi,33.92575228,I,"Rentschler, Jun; Salhab, Melda. 2020. People in Harm's Way : Flood Exposure and Poverty in 189 Countries. Policy Research Working Paper;No. 9447. World Bank, Washington, DC","Index value based on tehsil population share exposed to 1 in 100 year flooding hazard. The tehsil with the highest population share exposed to flooding hazard is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
366,Flooding_Exposure_Index,Mardan,Buner,Totalai,34.17126944,I,"Rentschler, Jun; Salhab, Melda. 2020. People in Harm's Way : Flood Exposure and Poverty in 189 Countries. Policy Research Working Paper;No. 9447. World Bank, Washington, DC","Index value based on tehsil population share exposed to 1 in 100 year flooding hazard. The tehsil with the highest population share exposed to flooding hazard is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
367,Flooding_Exposure_Index,Peshawar,Charsadda,Charsadda,81.55397636,I,"Rentschler, Jun; Salhab, Melda. 2020. People in Harm's Way : Flood Exposure and Poverty in 189 Countries. Policy Research Working Paper;No. 9447. World Bank, Washington, DC","Index value based on tehsil population share exposed to 1 in 100 year flooding hazard. The tehsil with the highest population share exposed to flooding hazard is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
368,Flooding_Exposure_Index,Peshawar,Charsadda,Tangi,59.63666248,I,"Rentschler, Jun; Salhab, Melda. 2020. People in Harm's Way : Flood Exposure and Poverty in 189 Countries. Policy Research Working Paper;No. 9447. World Bank, Washington, DC","Index value based on tehsil population share exposed to 1 in 100 year flooding hazard. The tehsil with the highest population share exposed to flooding hazard is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
369,Flooding_Exposure_Index,Malakand,Chitral,Chitral,22.5383502,I,"Rentschler, Jun; Salhab, Melda. 2020. People in Harm's Way : Flood Exposure and Poverty in 189 Countries. Policy Research Working Paper;No. 9447. World Bank, Washington, DC","Index value based on tehsil population share exposed to 1 in 100 year flooding hazard. The tehsil with the highest population share exposed to flooding hazard is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
370,Flooding_Exposure_Index,Malakand,Chitral,Mastuj,21.56721332,I,"Rentschler, Jun; Salhab, Melda. 2020. People in Harm's Way : Flood Exposure and Poverty in 189 Countries. Policy Research Working Paper;No. 9447. World Bank, Washington, DC","Index value based on tehsil population share exposed to 1 in 100 year flooding hazard. The tehsil with the highest population share exposed to flooding hazard is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
371,Flooding_Exposure_Index,Dera Ismail Khan,Dera Ismail Khan,Daraban,27.14539305,I,"Rentschler, Jun; Salhab, Melda. 2020. People in Harm's Way : Flood Exposure and Poverty in 189 Countries. Policy Research Working Paper;No. 9447. World Bank, Washington, DC","Index value based on tehsil population share exposed to 1 in 100 year flooding hazard. The tehsil with the highest population share exposed to flooding hazard is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
372,Flooding_Exposure_Index,Dera Ismail Khan,Dera Ismail Khan,Dera Ismail Khan,60.98802798,I,"Rentschler, Jun; Salhab, Melda. 2020. People in Harm's Way : Flood Exposure and Poverty in 189 Countries. Policy Research Working Paper;No. 9447. World Bank, Washington, DC","Index value based on tehsil population share exposed to 1 in 100 year flooding hazard. The tehsil with the highest population share exposed to flooding hazard is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
373,Flooding_Exposure_Index,Dera Ismail Khan,Dera Ismail Khan,Kulachi,54.9515833,I,"Rentschler, Jun; Salhab, Melda. 2020. People in Harm's Way : Flood Exposure and Poverty in 189 Countries. Policy Research Working Paper;No. 9447. World Bank, Washington, DC","Index value based on tehsil population share exposed to 1 in 100 year flooding hazard. The tehsil with the highest population share exposed to flooding hazard is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
374,Flooding_Exposure_Index,Dera Ismail Khan,Dera Ismail Khan,Paharpur,69.85492097,I,"Rentschler, Jun; Salhab, Melda. 2020. People in Harm's Way : Flood Exposure and Poverty in 189 Countries. Policy Research Working Paper;No. 9447. World Bank, Washington, DC","Index value based on tehsil population share exposed to 1 in 100 year flooding hazard. The tehsil with the highest population share exposed to flooding hazard is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
375,Flooding_Exposure_Index,Bannu,FR Bannu,Wazir,27.28302268,I,"Rentschler, Jun; Salhab, Melda. 2020. People in Harm's Way : Flood Exposure and Poverty in 189 Countries. Policy Research Working Paper;No. 9447. World Bank, Washington, DC","Index value based on tehsil population share exposed to 1 in 100 year flooding hazard. The tehsil with the highest population share exposed to flooding hazard is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
376,Flooding_Exposure_Index,Dera Ismail Khan,FR Dera Ismail Khan,Drazanda,16.63103385,I,"Rentschler, Jun; Salhab, Melda. 2020. People in Harm's Way : Flood Exposure and Poverty in 189 Countries. Policy Research Working Paper;No. 9447. World Bank, Washington, DC","Index value based on tehsil population share exposed to 1 in 100 year flooding hazard. The tehsil with the highest population share exposed to flooding hazard is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
377,Flooding_Exposure_Index,Kohat,FR Kohat,Darra Adam Khel,26.21348198,I,"Rentschler, Jun; Salhab, Melda. 2020. People in Harm's Way : Flood Exposure and Poverty in 189 Countries. Policy Research Working Paper;No. 9447. World Bank, Washington, DC","Index value based on tehsil population share exposed to 1 in 100 year flooding hazard. The tehsil with the highest population share exposed to flooding hazard is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
378,Flooding_Exposure_Index,Bannu,FR Lakki Marwat,Bettani,16.43825293,I,"Rentschler, Jun; Salhab, Melda. 2020. People in Harm's Way : Flood Exposure and Poverty in 189 Countries. Policy Research Working Paper;No. 9447. World Bank, Washington, DC","Index value based on tehsil population share exposed to 1 in 100 year flooding hazard. The tehsil with the highest population share exposed to flooding hazard is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
379,Flooding_Exposure_Index,Peshawar,FR Peshawar,Hassan Khel,20.28608311,I,"Rentschler, Jun; Salhab, Melda. 2020. People in Harm's Way : Flood Exposure and Poverty in 189 Countries. Policy Research Working Paper;No. 9447. World Bank, Washington, DC","Index value based on tehsil population share exposed to 1 in 100 year flooding hazard. The tehsil with the highest population share exposed to flooding hazard is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
380,Flooding_Exposure_Index,Dera Ismail Khan,FR Tank,Jandola,18.81152435,I,"Rentschler, Jun; Salhab, Melda. 2020. People in Harm's Way : Flood Exposure and Poverty in 189 Countries. Policy Research Working Paper;No. 9447. World Bank, Washington, DC","Index value based on tehsil population share exposed to 1 in 100 year flooding hazard. The tehsil with the highest population share exposed to flooding hazard is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
381,Flooding_Exposure_Index,Kohat,Hangu,Hangu,32.09146605,I,"Rentschler, Jun; Salhab, Melda. 2020. People in Harm's Way : Flood Exposure and Poverty in 189 Countries. Policy Research Working Paper;No. 9447. World Bank, Washington, DC","Index value based on tehsil population share exposed to 1 in 100 year flooding hazard. The tehsil with the highest population share exposed to flooding hazard is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
382,Flooding_Exposure_Index,Kohat,Hangu,Tall,31.3460872,I,"Rentschler, Jun; Salhab, Melda. 2020. People in Harm's Way : Flood Exposure and Poverty in 189 Countries. Policy Research Working Paper;No. 9447. World Bank, Washington, DC","Index value based on tehsil population share exposed to 1 in 100 year flooding hazard. The tehsil with the highest population share exposed to flooding hazard is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
383,Flooding_Exposure_Index,Hazara,Haripur,Ghazi,33.89899075,I,"Rentschler, Jun; Salhab, Melda. 2020. People in Harm's Way : Flood Exposure and Poverty in 189 Countries. Policy Research Working Paper;No. 9447. World Bank, Washington, DC","Index value based on tehsil population share exposed to 1 in 100 year flooding hazard. The tehsil with the highest population share exposed to flooding hazard is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
384,Flooding_Exposure_Index,Hazara,Haripur,Haripur,35.26962476,I,"Rentschler, Jun; Salhab, Melda. 2020. People in Harm's Way : Flood Exposure and Poverty in 189 Countries. Policy Research Working Paper;No. 9447. World Bank, Washington, DC","Index value based on tehsil population share exposed to 1 in 100 year flooding hazard. The tehsil with the highest population share exposed to flooding hazard is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
385,Flooding_Exposure_Index,Kohat,Karak,Banda Daud Shah,21.54249038,I,"Rentschler, Jun; Salhab, Melda. 2020. People in Harm's Way : Flood Exposure and Poverty in 189 Countries. Policy Research Working Paper;No. 9447. World Bank, Washington, DC","Index value based on tehsil population share exposed to 1 in 100 year flooding hazard. The tehsil with the highest population share exposed to flooding hazard is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
386,Flooding_Exposure_Index,Kohat,Karak,Karak,28.82093959,I,"Rentschler, Jun; Salhab, Melda. 2020. People in Harm's Way : Flood Exposure and Poverty in 189 Countries. Policy Research Working Paper;No. 9447. World Bank, Washington, DC","Index value based on tehsil population share exposed to 1 in 100 year flooding hazard. The tehsil with the highest population share exposed to flooding hazard is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
387,Flooding_Exposure_Index,Kohat,Karak,Takht E Nasrati,25.83676376,I,"Rentschler, Jun; Salhab, Melda. 2020. People in Harm's Way : Flood Exposure and Poverty in 189 Countries. Policy Research Working Paper;No. 9447. World Bank, Washington, DC","Index value based on tehsil population share exposed to 1 in 100 year flooding hazard. The tehsil with the highest population share exposed to flooding hazard is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
388,Flooding_Exposure_Index,F.A.T.A.,Khyber,Bara,27.78895693,I,"Rentschler, Jun; Salhab, Melda. 2020. People in Harm's Way : Flood Exposure and Poverty in 189 Countries. Policy Research Working Paper;No. 9447. World Bank, Washington, DC","Index value based on tehsil population share exposed to 1 in 100 year flooding hazard. The tehsil with the highest population share exposed to flooding hazard is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
389,Flooding_Exposure_Index,F.A.T.A.,Khyber,Jamrud,28.05763068,I,"Rentschler, Jun; Salhab, Melda. 2020. People in Harm's Way : Flood Exposure and Poverty in 189 Countries. Policy Research Working Paper;No. 9447. World Bank, Washington, DC","Index value based on tehsil population share exposed to 1 in 100 year flooding hazard. The tehsil with the highest population share exposed to flooding hazard is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
390,Flooding_Exposure_Index,F.A.T.A.,Khyber,Landi Kotal,31.00073433,I,"Rentschler, Jun; Salhab, Melda. 2020. People in Harm's Way : Flood Exposure and Poverty in 189 Countries. Policy Research Working Paper;No. 9447. World Bank, Washington, DC","Index value based on tehsil population share exposed to 1 in 100 year flooding hazard. The tehsil with the highest population share exposed to flooding hazard is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
391,Flooding_Exposure_Index,Kohat,Kohat,Kohat,38.87883763,I,"Rentschler, Jun; Salhab, Melda. 2020. People in Harm's Way : Flood Exposure and Poverty in 189 Countries. Policy Research Working Paper;No. 9447. World Bank, Washington, DC","Index value based on tehsil population share exposed to 1 in 100 year flooding hazard. The tehsil with the highest population share exposed to flooding hazard is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
392,Flooding_Exposure_Index,Kohat,Kohat,Lachi,29.290904,I,"Rentschler, Jun; Salhab, Melda. 2020. People in Harm's Way : Flood Exposure and Poverty in 189 Countries. Policy Research Working Paper;No. 9447. World Bank, Washington, DC","Index value based on tehsil population share exposed to 1 in 100 year flooding hazard. The tehsil with the highest population share exposed to flooding hazard is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
393,Flooding_Exposure_Index,Hazara,Kohistan,Dassu,10.70061487,I,"Rentschler, Jun; Salhab, Melda. 2020. People in Harm's Way : Flood Exposure and Poverty in 189 Countries. Policy Research Working Paper;No. 9447. World Bank, Washington, DC","Index value based on tehsil population share exposed to 1 in 100 year flooding hazard. The tehsil with the highest population share exposed to flooding hazard is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
394,Flooding_Exposure_Index,Hazara,Kohistan,Palas,9.443770396,I,"Rentschler, Jun; Salhab, Melda. 2020. People in Harm's Way : Flood Exposure and Poverty in 189 Countries. Policy Research Working Paper;No. 9447. World Bank, Washington, DC","Index value based on tehsil population share exposed to 1 in 100 year flooding hazard. The tehsil with the highest population share exposed to flooding hazard is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
